Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1477084301229539331,ligargcha,4,13,ORG,0.7594
1477084301229539331,messi,47,52,PER,0.9998
1477084301451616256,laraacaraballo,4,18,PER,0.6068
1477084301653073923,messi,44,49,PER,0.9997
1477084301774802950,paaucp,4,10,ORG,0.9934
1477084302911459330,paaucp,4,10,ORG,0.9934
1477084303200636929,ligargcha,4,13,ORG,0.7594
1477084303200636929,messi,47,52,PER,0.9998
1477084304173903877,juampilpz,4,13,ORG,0.9623
1477084304589176836,santicombaa,4,15,PER,0.7564
1477084305465741313,meeryfuentess,4,17,PER,0.6824
1477084306765979650,aronlpiper,4,14,PER,0.8654
1477084307235741701,baris,4,9,PER,0.8047
1477084307235741701,ets,52,55,MISC,0.9983
1477084310318551040,marianalestelle,11,26,PER,0.9997
1477084310352146441,ruizdiaziaraa,4,17,PER,0.5216
1477084311048400897,antikekista,4,15,PER,0.4218
1477084311195197447,borjetus,4,12,PER,0.9978
1477084311195197447,agenda 2030,77,88,MISC,0.9999
1477084311195197447,covid,128,133,MISC,0.9769
1477084311975182338,messi,44,49,PER,0.9997
1477084313023696897,chinito41260271,4,19,PER,0.9929
1477084313128607746,messi,44,49,PER,0.9997
1477084314735161351,a,4,5,ORG,0.5901
1477084314735161351,esparzaoteo,6,17,PER,0.8375
1477084314735161351,cruz azul,29,38,ORG,0.9999
1477084314735161351,corona,46,52,PER,0.9999
1477084314735161351,escobar,54,61,PER,1.0
1477084314735161351,aguilar,63,70,PER,1.0
1477084314735161351,domínguez,72,81,PER,1.0
1477084314735161351,mayorga,83,90,PER,0.9999
1477084314735161351,baca,92,96,PER,0.9999
1477084314735161351,rivero,98,104,PER,0.9998
1477084314735161351,pol,106,109,PER,0.9999
1477084314735161351,mendoza,111,118,PER,0.9999
1477084314735161351,huescas,120,127,PER,0.9999
1477084314735161351,santi gim,130,139,PER,0.9999
1477084315385225216,daniele19921,1,13,PER,0.8574
1477084315385225216,giorgiameloni,15,28,LOC,0.8662
1477084315385225216,chiedilo al covid,29,46,LOC,0.7105
1477084317859729408,luchorc1889,4,15,PER,0.967
1477084320066007042,chinito41260271,4,19,PER,0.9929
1477084321567682562,prematomi,4,13,ORG,0.9889
1477084323752955911,carlwinslou,4,15,PER,0.9893
1477084326445604869,maestradepueblo,4,19,ORG,0.6014
1477084326445604869,covid,58,63,MISC,0.8512
1477084328119226378,frayjosepho,4,15,PER,0.7685
1477084328119226378,inglaterra,34,44,LOC,1.0
1477084330048430080,sr_lazo05,4,13,PER,0.9991
1477084330233004034,messi,44,49,PER,0.9997
1477084330765828098,djmariio,4,12,PER,0.9675
1477084330765828098,covid,43,48,PER,0.9699
1477084332141522949,saludpublicard,47,61,ORG,0.9996
1477084332141522949,omicron,89,96,MISC,0.9998
1477084332141522949,dictadurasanitariard,113,133,MISC,0.9898
1477084334398054402,carlwinslou,4,15,PER,0.9893
1477084335031345155,lavozdelpueblo,4,18,PER,0.931
1477084336419590144,elaguspe,4,12,PER,0.9667
1477084337556406278,losmeconios,4,15,ORG,0.7078
1477084337556406278,pablo iglesias,23,37,PER,0.9999
1477084337556406278,corona,81,87,ORG,0.9996
1477084337556406278,miguel bosé,103,114,PER,0.9999
1477084338592251909,mvaleraes,4,13,PER,0.3465
1477084338592251909,puto bozal,50,60,PER,0.9987
1477084338592251909,puto pase covid,67,82,PER,0.9991
1477084338592251909,puta plandemia,91,105,MISC,0.9444
1477084339238281219,paaucp,4,10,ORG,0.9934
1477084340366491649,elenaajimenez04,4,19,PER,0.9954
1477084341113180164,reina,4,9,PER,0.9996
1477084341113180164,mariel,11,17,PER,0.9883
1477084341620523009,porsinolosabías,0,15,MISC,0.8878
1477084341620523009,festival ilusionante,114,134,MISC,0.9999
1477084343419867137,messi,44,49,PER,0.9997
1477084343524864000,louistargento2,1,15,PER,0.9995
1477084343541587969,covid,4,9,ORG,0.5278
1477084344502165504,delmontonbueno,4,18,PER,0.9991
1477084344992870403,juanpoe,4,11,PER,0.5918
1477084344992870403,iván duque,24,34,PER,1.0
1477084344992870403,álvaro uribe,36,48,PER,0.9999
1477084344992870403,diego molano,50,62,PER,1.0
1477084344992870403,general eduardo zapateiro,67,92,PER,1.0
1477084344992870403,jennifer arias,94,108,PER,0.9999
1477084344992870403,karen abudinen,110,124,PER,0.9999
1477084344992870403,covid 19,130,138,MISC,0.9439
1477084345047269378,chinito41260271,4,19,PER,0.9929
1477084347723399172,covid,61,66,MISC,0.9999
1477084347844997122,rep,0,3,ORG,0.9812
1477084347844997122,dominicana,5,15,ORG,0.9122
1477084347844997122,covid-19,67,75,MISC,0.9999
1477084348415463436,lostiemposbol,4,17,ORG,0.9998
1477084348415463436,lapaz,34,39,LOC,0.9789
1477084348784517123,elblog,4,10,ORG,0.9989
1477084348784517123,estados unidos,12,26,LOC,0.9979
1477084351586189314,laraacaraballo,4,18,PER,0.6068
1477084352316063745,vtvcanal8,4,13,ORG,0.9848
1477084352316063745,covid-19,61,69,MISC,0.9998
1477084352316063745,añovictoriosoydepaz,86,105,MISC,0.9995
1477084353108791304,covid,77,82,MISC,0.9998
1477084353326985217,aflorrick77,4,15,PER,0.4273
1477084353326985217,barcelona,32,41,ORG,0.9985
1477084353880473600,claudiashein,1,13,PER,0.9518
1477084353880473600,cdmx,22,26,ORG,0.9999
1477084353880473600,covid,45,50,ORG,0.9982
1477084353922482185,elaguspe,4,12,PER,0.9667
1477084354073432065,elaguspe,4,12,PER,0.9667
1477084354744668164,elaguspe,4,12,PER,0.9667
1477084354857811974,pablo,4,9,PER,0.8673
1477084354857811974,aldmar,10,16,ORG,0.9987
1477084354857811974,lopezobrador,19,31,PER,0.669
1477084354857811974,oms,135,138,ORG,0.9998
1477084356170690561,nicolastellezc,4,18,PER,0.4437
1477084356170690561,omicron,24,31,MISC,0.9147
1477084356170690561,omicron,36,43,MISC,0.5937
1477084356170690561,omicron,48,55,MISC,0.7005
1477084356170690561,omicron,60,67,MISC,0.801
1477084356900528129,laraacaraballo,4,18,PER,0.6068
1477084357042970627,argentina,19,28,LOC,0.9082
1477084357080748034,chinito41260271,4,19,PER,0.9929
1477084357374660609,jlozanoa,4,12,PER,0.9847
1477084357990879236,chinito41260271,4,19,PER,0.9929
1477084360167890945,españa,71,77,LOC,1.0
1477084360398434307,srat,4,8,PER,0.6079
1477084360734089219,elaguspe,4,12,PER,0.9667
1477084361715556359,jicastillo,5,15,ORG,0.6853
1477084361715556359,covid19,38,45,MISC,0.9997
1477084361715556359,nuevo león,49,59,LOC,1.0
1477084361828843521,fresasforvantte,4,19,ORG,0.7486
1477084361828843521,disease,37,44,MISC,0.5089
1477084363422584838,tu,4,6,ORG,0.6627
1477084363422584838,imss,7,11,ORG,0.9998
1477084363422584838,módulo de atención respirato,111,139,MISC,0.7847
1477084364152492033,covid,46,51,MISC,0.8963
1477084364152492033,dios,242,246,MISC,0.9052
1477084366236909573,fresasforvantte,4,19,ORG,0.7486
1477084366236909573,disease,37,44,MISC,0.5089
1477084368166338567,cyt0kine,4,12,MISC,0.6434
1477084368631910409,jesibaezz,4,13,ORG,0.8666
1477084368631910409,covid,15,20,PER,1.0
1477084369051389956,elaguspe,4,12,PER,0.9667
1477084370171224065,chinito41260271,4,19,PER,0.9929
1477084371249160193,aitorvalls20,4,16,PER,0.9986
1477084371249160193,covid,31,36,MISC,0.7482
1477084371249160193,usa,37,40,LOC,0.9967
1477084371249160193,francia,49,56,LOC,0.9981
1477084371249160193,uk,65,67,LOC,0.9947
1477084371249160193,españa,76,82,LOC,0.998
1477084371249160193,italia,91,97,LOC,0.9965
1477084371249160193,argentina,106,115,LOC,0.9966
1477084371249160193,alemania,123,131,LOC,0.9987
1477084372603912203,ligargcha,4,13,ORG,0.7594
1477084372603912203,messi,47,52,PER,0.9998
1477084373837139972,tomasleyba,4,14,PER,0.999
1477084374428491778,laishawilkins,1,14,PER,0.668
1477084374914973697,manzorro,4,12,PER,0.9847
1477084374914973697,luisr,13,18,PER,0.7329
1477084374914973697,covid19,20,27,MISC,0.9952
1477084374914973697,comunidadmadrid,70,85,LOC,0.9034
1477084374973698053,elcomerciocom,4,17,ORG,0.9879
1477084374973698053,ecuador,19,26,LOC,0.9998
1477084374977986565,chinito41260271,4,19,PER,0.9929
1477084375959416833,luistfonseca,4,16,PER,0.9996
1477084376894779392,diazcanelb,4,14,PER,0.5314
1477084376894779392,covid19,94,101,MISC,0.9974
1477084378111090694,micheleconunal,4,18,PER,0.9511
1477084378111090694,estación polar de bélgica,67,92,ORG,0.8774
1477084378111090694,covid,111,116,MISC,0.8911
1477084379868368899,salwagus,4,12,PER,0.5946
1477084379868368899,noticia,35,42,MISC,0.9863
1477084380149518341,carlwinslou,4,15,PER,0.9893
1477084380879335425,jaimeberenguer,4,18,PER,0.8869
1477084382267523074,armonía 10,16,26,ORG,0.9996
1477084382267523074,el cervecero,36,48,MISC,0.997
1477084382267523074,corona,65,71,MISC,0.9996
1477084382942748677,chinito41260271,4,19,PER,0.9929
1477084383404343303,ricardointerni1,4,19,PER,0.9988
1477084383404343303,venezuela,45,54,LOC,1.0
1477084383404343303,covid-19,81,89,MISC,0.9999
1477084384838651904,messi,44,49,PER,0.9997
1477084385195221005,chinito41260271,4,19,PER,0.9929
1477084385312661512,rosamariaartal,4,18,PER,0.6673
1477084386382258178,cristalhill,4,15,ORG,0.9969
1477084386382258178,colombia,45,53,LOC,0.9999
1477084386554269696,tini stoessel,68,81,PER,0.9858
1477084387023855617,aleb1808,4,12,PER,0.3393
1477084387023855617,nochebuena,30,40,MISC,0.9424
1477084387283910657,covid,13,18,MISC,0.9974
1477084387283910657,covid,53,58,MISC,0.9734
1477084388626206721,covid,14,19,ORG,0.9999
1477084391067193345,messi,44,49,PER,0.9997
1477084393617436676,chinito41260271,4,19,PER,0.9929
1477084394011729920,xhespanol,4,13,ORG,0.9987
1477084394011729920,cuba,15,19,LOC,0.9999
1477084394011729920,covid19,84,91,MISC,0.9999
1477084397300027401,chinito41260271,4,19,PER,0.9929
1477084398336028674,carlwinslou,4,15,PER,0.9893
1477084398927466496,djmariio,4,12,PER,0.9675
1477084398927466496,covid,43,48,PER,0.9699
1477084399724290052,juariuok,4,12,PER,0.4758
1477084402740084745,nephtyes,4,12,PER,0.2865
1477084402740084745,sol,41,44,MISC,0.9996
1477084404715565056,covid-19,30,38,MISC,0.9999
1477084405084663809,soniala41,4,13,PER,0.9965
1477084405084663809,cfkargentina,65,77,ORG,0.9886
1477084405084663809,ginesggarcia,115,127,PER,0.9439
1477084406028271616,yamisanchhez,4,16,PER,0.9743
1477084407152394241,covid,100,105,MISC,0.9998
1477084407181688834,il00velou,1,10,PER,0.8185
1477084407705919489,chinito41260271,4,19,PER,0.9929
1477084411589902337,mariigarcia9,4,16,PER,0.9998
1477084411694825475,chinito41260271,4,19,PER,0.9929
1477084411841630216,karengsherdek,4,17,PER,0.3901
1477084411841630216,remdesivir,60,70,MISC,0.9999
1477084411841630216,covid-19,93,101,MISC,0.9997
1477084411841630216,quito,105,110,LOC,1.0
1477084412135325699,laraacaraballo,4,18,PER,0.6068
1477084414353936386,capargento,4,14,ORG,0.997
1477084414353936386,messi,37,42,PER,0.9931
1477084416056856577,fratbl91,1,9,PER,0.7757
1477084418510659589,felipecalderon,4,18,PER,0.9992
1477084421362786308,antoniomaestre,4,18,PER,0.9959
1477084422931611651,camipizzi00,4,15,PER,0.4108
1477084423510241287,estebanortizmd,4,18,PER,0.992
1477084423510241287,covid19,65,72,MISC,0.9986
1477084424273604611,fedebrizuela98,1,15,PER,0.9701
1477084424915210241,astro_duque,4,15,PER,0.9956
1477084424915210241,covid,72,77,MISC,0.9998
1477084424915210241,nocompartiraire,105,120,MISC,0.9999
1477084431353589766,faqxeen,4,11,ORG,0.8503
1477084431944982534,lopezdoriga,4,15,ORG,0.4317
1477084431944982534,covid-19,50,58,MISC,0.9999
1477084431944982534,méxico,94,100,LOC,1.0
1477084434776170502,laraacaraballo,4,18,PER,0.6068
1477084434839089153,martaflich,4,14,ORG,0.9773
1477084434839089153,gobierno,94,102,ORG,0.9999
1477084434839089153,bmjbvpolab,124,134,MISC,0.5115
1477084435619082241,notafaso,4,12,ORG,0.9991
1477084436198047748,pepbohrquez,1,12,PER,0.9972
1477084436198047748,fmaritza,14,22,ORG,0.2608
1477084436198047748,oburneo40,24,33,PER,0.7789
1477084436198047748,tedwaters1978,35,48,PER,0.9992
1477084436198047748,lassoguillermo,50,64,PER,0.9855
1477084436198047748,mingobiernoec,66,79,PER,0.9917
1477084437473017857,yasmincasoli,4,16,PER,0.7154
1477084437770821638,inconforme75,4,16,MISC,0.5301
1477084437770821638,omicron,112,119,MISC,0.9999
1477084439238692865,gigenasanti14,4,17,PER,0.9574
1477084440539107328,@_franco_gas,3,15,PER,0.9331
1477084440539107328,covid,51,56,MISC,0.9996
1477084440945995784,srjimvill,4,13,PER,0.9527
1477084440945995784,covid,71,76,MISC,0.9995
1477084441013100544,daminmarino1,4,16,PER,0.9994
1477084441013100544,juntoscambioar,57,71,ORG,0.6695
1477084441013100544,san nicolás,108,119,LOC,0.9998
1477084441134649345,luistfonseca,4,16,PER,0.9996
1477084441751212035,sanidadgobcan,4,17,ORG,0.993
1477084441751212035,covid19,51,58,MISC,0.9998
1477084443013566466,juariuok,4,12,PER,0.4758
1477084444494290951,lopezdoriga,4,15,PER,0.805
1477084444494290951,zócalo,55,61,LOC,0.9976
1477084444494290951,covid,96,101,MISC,0.9993
1477084444540477443,chinito41260271,4,19,PER,0.9929
1477084445802999817,monterrey,8,17,ORG,0.9994
1477084445802999817,concachampions,47,61,MISC,0.9999
1477084445802999817,sebastián cáceres,77,94,PER,0.9999
1477084445802999817,rogelio funes mori,115,133,PER,0.9999
1477084445802999817,monterrey,143,152,ORG,0.9989
1477084445802999817,águilas del américa,175,194,ORG,0.9999
1477084446205652992,salwagus,4,12,PER,0.5946
1477084446205652992,noticia,35,42,MISC,0.9863
1477084446666940417,américa,7,14,LOC,0.9999
1477084446767603713,abc,1,4,ORG,0.9808
1477084447308582915,messi,44,49,PER,0.9997
1477084447442931714,covid,25,30,MISC,0.9994
1477084447761653763,bere543210,4,14,PER,0.8189
1477084448214507525,facumaroni,4,14,ORG,0.4358
1477084450433474560,grande cristina pedroche,15,39,MISC,0.7807
1477084450433474560,omicron,51,58,PER,0.5894
1477084451066703873,juliocgallegos,1,15,PER,0.9997
1477084451259629568,francochavez003,4,19,PER,0.7389
1477084451259629568,viernes,31,38,MISC,0.9003
1477084452199174144,messi,44,49,PER,0.9997
1477084453478490113,marigg2104,1,11,MISC,0.4887
1477084455944732682,elaguspe,4,12,PER,0.9667
1477084457194643462,manzorro,4,12,PER,0.9847
1477084457194643462,luisr,13,18,PER,0.7329
1477084457194643462,covid19,20,27,MISC,0.9952
1477084457194643462,comunidadmadrid,70,85,LOC,0.9034
1477084457601482754,meeryfuentess,4,17,PER,0.6824
1477084458260090885,drmauriciogon,4,17,PER,0.9992
1477084458260090885,covid19,53,60,MISC,0.9664
1477084458260090885,er,130,132,ORG,0.9986
1477084463091924993,sanitariotiktok,4,19,ORG,0.8275
1477084463322517506,marcosguillen,4,17,PER,0.993
1477084463322517506,covid,38,43,PER,1.0
1477084463599390720,josemotatv,17,27,PER,0.9967
1477084463599390720,pablo iglesias,59,73,PER,0.9999
1477084463599390720,barceló,76,83,PER,0.9999
1477084465704939523,chinito41260271,4,19,PER,0.9929
1477084465956544514,jisselmejia,4,15,PER,0.9866
1477084466292137987,chinito41260271,4,19,PER,0.9929
1477084466933813256,covid,36,41,MISC,0.9994
1477084466933813256,clausura 2022,75,88,MISC,0.9911
1477084467441319938,argentina,0,9,ORG,0.6269
1477084468217204737,reina,4,9,PER,0.9996
1477084468217204737,mariel,11,17,PER,0.9883
1477084469987201024,yamisanchhez,4,16,PER,0.9743
1477084469999943683,covid,21,26,MISC,0.8664
1477084473304911873,minculturape,4,16,ORG,0.9622
1477084473304911873,covid-19,42,50,MISC,0.9999
1477084473304911873,vacúnateportu2022,114,131,MISC,0.9994
1477084474471063553,covid19,46,53,MISC,0.9999
1477084474471063553,iva,168,171,MISC,0.999
1477084474471063553,covid19,235,242,MISC,0.9999
1477084474475270145,damarisfany,4,15,PER,0.9952
1477084474475270145,covid19,73,80,MISC,0.9998
1477084475024560132,pablocallizob,4,17,ORG,0.9014
1477084475024560132,covid,112,117,MISC,0.9993
1477084477843476482,teoferreyra7,4,16,PER,0.9775
1477084478291918850,chinito41260271,4,19,PER,0.9929
1477084478329786369,abc,1,4,ORG,0.9959
1477084479734878210,pedritoextranja,4,19,PER,0.9996
1477084479734878210,heildelberg,34,45,LOC,1.0
1477084479734878210,covid,96,101,MISC,0.9998
1477084480447860736,andaluciasinvox,4,19,ORG,0.9966
1477084480447860736,juanma_moreno,47,60,PER,0.9843
1477084480779206658,lopezdoriga,4,15,PER,0.805
1477084480779206658,zócalo,55,61,LOC,0.9976
1477084480779206658,covid,96,101,MISC,0.9993
1477084482406653958,elcosodelapizza,1,16,PER,0.9968
1477084484059025412,jorgesharp,1,11,PER,0.5411
1477084484059025412,covid,31,36,PER,0.9455
1477084484835024896,reina,4,9,PER,0.9996
1477084484835024896,mariel,11,17,PER,0.9883
1477084485510483970,covid,73,78,MISC,0.9927
1477084485514514432,covid,51,56,MISC,0.9985
1477084487498432520,yamisanchhez,4,16,PER,0.9743
1477084489348272133,joelcanojr,4,14,PER,0.3291
1477084489348272133,covid,35,40,MISC,0.9998
1477084489348272133,omi,136,139,MISC,0.8064
1477084490488901636,messi,44,49,PER,0.9997
1477084491428548612,the new,11,18,MISC,0.9999
1477084491428548612,juanesparzaloer,55,70,PER,0.9995
1477084491969671176,ealderson6,1,11,PER,0.6769
1477084491969671176,manuelgarciaes,40,54,PER,0.998
1477084491969671176,facebook,58,66,MISC,0.7262
1477084491969671176,circo,181,186,MISC,0.9999
1477084493869719557,toluca,37,43,LOC,0.9998
1477084493869719557,padawan,48,55,LOC,0.9948
1477084494192594947,elenaberberana,4,18,PER,0.9949
1477084494192594947,bonilla,20,27,PER,0.9999
1477084494192594947,canal sur,58,67,ORG,0.672
1477084494192594947,granada,96,103,LOC,1.0
1477084494192594947,ayuso,121,126,PER,0.9999
1477084494783942658,chinito41260271,4,19,PER,0.9929
1477084495438307329,borisosman,4,14,ORG,0.4386
1477084495438307329,ssa,60,63,ORG,0.9997
1477084495438307329,méxico,65,71,LOC,1.0
1477084496566620161,drpacomoreno1,4,17,PER,0.9991
1477084498273746948,covid,17,22,PER,0.9993
1477084498273746948,fé,161,163,MISC,0.7342
1477084498273746948,ibagué,217,223,LOC,1.0
1477084499137765379,djmariio,4,12,PER,0.9675
1477084499137765379,covid,43,48,PER,0.9699
1477084499477413889,handbolaunpas,4,17,ORG,0.7708
1477084500056154113,sabale78,4,12,PER,0.9617
1477084502468055041,acnuramericas,4,17,ORG,0.9973
1477084502468055041,covid-19,93,101,MISC,0.9999
1477084502468055041,conlosre,130,138,MISC,0.9995
1477084503185268740,lavozdelpueblo,4,18,PER,0.8989
1477084503847878658,delmontonbueno,4,18,PER,0.9991
1477084504577744901,messi,44,49,PER,0.9997
1477084506679095304,pradobenjamin,4,17,MISC,0.5924
1477084506679095304,comunidad de madrid,22,41,LOC,0.9998
1477084506679095304,ayuso,45,50,ORG,0.5685
1477084506783817729,notafaso,4,12,ORG,0.9991
1477084506989465603,laraacaraballo,4,18,PER,0.6068
1477084507840946176,pitiklinov,4,14,PER,0.5868
1477084507840946176,the telegraph,43,56,ORG,0.9999
1477084508835184640,cachitos,4,12,ORG,0.7093
1477084509665439747,lopezdoriga,4,15,PER,0.805
1477084509665439747,zócalo,55,61,LOC,0.9976
1477084509665439747,covid,96,101,MISC,0.9993
1477084510034579460,laraacaraballo,4,18,PER,0.6068
1477084510827253762,shitposterscr,4,17,ORG,0.8092
1477084510827253762,ministerio de salud,23,42,ORG,0.9999
1477084510827253762,omi,136,139,MISC,0.9999
1477084513138188288,fabioriosm,1,11,PER,0.999
1477084513138188288,covid,70,75,MISC,0.9997
1477084513138188288,gob australiano,80,95,ORG,0.9943
1477084516690890763,bbcmundo,4,12,ORG,0.9971
1477084516955172864,lopezdoriga,4,15,PER,0.6133
1477084516955172864,méxico,30,36,LOC,0.9999
1477084516955172864,covid-19,117,125,MISC,0.9998
1477084517286436865,oscaratienza,4,16,ORG,0.7172
1477084517286436865,córdoba,53,60,LOC,1.0
1477084517286436865,córdoba,96,103,LOC,1.0
1477084521971556358,serranoismael,4,17,PER,0.5818
1477084522097221632,laraacaraballo,4,18,PER,0.6068
1477084523036696578,ba_anderson,4,15,PER,0.7999
1477084524458622980,pilmartinn,4,14,PER,0.9381
1477084525058351105,ppteamkaren,1,12,ORG,0.601
1477084526417526785,agenciatelam,4,16,ORG,0.9943
1477084526904029186,arya lomito,0,11,PER,0.9996
1477084529160507394,luzugames,4,13,ORG,0.994
1477084532448776192,elaguspe,4,12,PER,0.9667
1477084534298480642,chinito41260271,4,19,PER,0.9929
1477084539281293313,méxico,20,26,LOC,0.9997
1477084539281293313,mariogallegosh,49,63,PER,0.9988
1477084539281293313,ferbelaunzaran,65,79,PER,0.4306
1477084539281293313,lirio,92,97,ORG,0.7556
1477084539281293313,ag,98,100,ORG,0.9806
1477084539281293313,portillogmayra,102,116,PER,0.8856
1477084539281293313,aracelibs,118,127,PER,0.5628
1477084539281293313,anaro74,145,152,PER,0.9328
1477084539281293313,alf,154,157,PER,0.6475
1477084539281293313,argzz,158,163,PER,0.6205
1477084539281293313,lunadecafe,196,206,ORG,0.4406
1477084539910606849,messi,44,49,PER,0.9997
1477084540783017986,meeryfuentess,4,17,PER,0.6824
1477084544675241993,elaguspe,4,12,PER,0.9667
1477084545430212611,oranteslic no,1,15,PER,0.5933
1477084545430212611,covid,54,59,ORG,0.9997
1477084545430212611,guatemala,63,72,LOC,1.0
1477084547225321472,laboulaye,0,9,LOC,0.9999
1477084547225321472,covid-19,49,57,MISC,0.9996
1477084547225321472,centro de operaciones de emergencia departamental,107,156,ORG,0.9999
1477084547225321472,covid-19,219,227,MISC,0.9993
1477084547225321472,laboulaye,231,240,LOC,0.9999
1477084549284835330,cdc,18,21,ORG,0.9999
1477084552581419011,alertanews24,4,16,ORG,0.9817
1477084552581419011,🇫🇷,18,20,LOC,0.9296
1477084552581419011,coronavirus,33,44,MISC,0.9983
1477084552581419011,francia,46,53,LOC,0.9999
1477084553286086659,juariuok,4,12,PER,0.4758
1477084554934456321,pridiiaz,4,12,MISC,0.6099
1477084555421093893,11dadasaurio,4,16,PER,0.9985
1477084555421093893,bowl,103,107,MISC,0.8904
1477084557631389697,prrisciya,4,13,ORG,0.9905
1477084557719621633,legranddozo,5,16,PER,0.9942
1477084557719621633,covid,19,24,MISC,0.9942
1477084558445142018,ap,173,175,ORG,0.9998
1477084558747123713,covid-19,61,69,MISC,0.9999
1477084558747123713,españa,73,79,LOC,1.0
1477084559082622978,chinito41260271,4,19,PER,0.9929
1477084559724322818,covid,13,18,PER,0.9999
1477084560185868290,dracmk,4,10,PER,0.8498
1477084560521408513,ignaciadepano,4,17,PER,0.754
1477084560521408513,pedroche,22,30,MISC,0.9958
1477084560521408513,omicron,43,50,MISC,0.9967
1477084561053990915,evitamlglw,4,14,PER,0.9963
1477084561053990915,covid,70,75,MISC,0.9996
1477084561053990915,cáncer,110,116,MISC,0.9995
1477084561108783104,laraacaraballo,4,18,PER,0.6068
1477084567534071810,salwagus,4,12,PER,0.5946
1477084567534071810,noticia,35,42,MISC,0.9863
1477084569148997633,yamisanchhez,4,16,PER,0.9743
1477084569270579200,valdezznai,4,14,PER,0.9729
1477084569534828544,laboulaye,98,107,PER,0.9995
1477084570583388160,foro_tv,4,11,ORG,0.8344
1477084570583388160,india,13,18,LOC,1.0
1477084572777132040,paaucp,4,10,ORG,0.9934
1477084573314043905,sinestesia,4,14,ORG,0.8538
1477084574500982788,grande cristina pedroche,15,39,MISC,0.7807
1477084574500982788,omicron,51,58,PER,0.5894
1477084575763517440,covid,18,23,MISC,0.9999
1477084575763517440,tylenol,56,63,MISC,0.9998
1477084575763517440,robitussin,66,76,MISC,0.9998
1477084576312967170,elaguspe,4,12,PER,0.9667
1477084577034223619,juariuok,4,12,PER,0.4758
1477084577336336389,ealderson6,16,26,PER,0.8887
1477084577336336389,manuelgarciaes,55,69,PER,0.9985
1477084577336336389,facebook,73,81,MISC,0.612
1477084578552635392,pradobenjamin,4,17,MISC,0.5924
1477084578552635392,comunidad de madrid,22,41,LOC,0.9998
1477084578552635392,ayuso,45,50,ORG,0.5685
1477084578728878088,meeryfuentess,4,17,PER,0.6824
1477084579181834249,sociedadcivilsv,4,19,ORG,0.8757
1477084579181834249,oranteslic,22,32,PER,0.9674
1477084579181834249,covid,75,80,ORG,0.9751
1477084579181834249,guatemala,84,93,LOC,1.0
1477084581304090627,covid,29,34,PER,0.9996
1477084581866074112,chinito41260271,4,19,PER,0.9929
1477084582658949134,messi,44,49,PER,0.9997
1477084588887490561,feliz2022rtve,85,98,MISC,0.7791
1477084589709475847,francisco xavier berganza,0,25,PER,0.9999
1477084589709475847,morena,52,58,ORG,0.9976
1477084589709475847,intermédica,238,249,LOC,0.7592
1477084589709475847,covid-19,269,277,MISC,0.9997
1477084591022243845,luzugames,4,13,ORG,0.994
1477084592364564480,el_universal,4,16,ORG,0.9853
1477084592364564480,mx,17,19,ORG,0.6318
1477084593224364033,fresasforvantte,4,19,ORG,0.7486
1477084593224364033,disease,37,44,MISC,0.5089
1477084593693945856,laraacaraballo,4,18,PER,0.6068
1477084594491076613,meeryfuentess,4,17,PER,0.6824
1477084595363495940,mippcivzla,4,14,ORG,0.987
1477084595363495940,𝗔𝗰𝗰𝗲𝘀𝗼,31,37,MISC,0.9977
1477084595363495940,covid-19,97,105,MISC,0.9999
1477084596592250880,rp24z3qu1,4,13,MISC,0.8781
1477084596734935042,talvezseayoo,4,16,PER,0.4088
1477084596735037447,forostelecinco,4,18,ORG,0.9904
1477084596735037447,covid19,20,27,MISC,0.9994
1477084596990889985,everastegui,4,15,PER,0.8826
1477084596990889985,covid,63,68,MISC,0.9968
1477084597909393409,chinito41260271,4,19,PER,0.9929
1477084598840422404,aquahora1,4,13,ORG,0.9997
1477084598840422404,holanda,15,22,LOC,0.5456
1477084600493088773,covid,0,5,PER,0.9715
1477084601256484870,chinito41260271,4,19,PER,0.9929
1477084603181637648,huhconh,4,11,ORG,0.9398
1477084603181637648,españa,13,19,LOC,1.0
1477084603181637648,covid,90,95,MISC,0.9984
1477084604167192577,laraacaraballo,4,18,PER,0.6068
1477084606092304384,messi,44,49,PER,0.9997
1477084608692985859,albatbeisbol,4,16,ORG,0.9948
1477084611582828550,cubacooperaven,4,18,ORG,0.9989
1477084611582828550,covid19,123,130,ORG,0.9897
1477084611792547843,chinito41260271,4,19,PER,0.9929
1477084612027305985,twitter,8,15,MISC,0.8029
1477084612027305985,covid,153,158,MISC,0.9981
1477084612522348546,messi,44,49,PER,0.9997
1477084613138948103,manzorro,4,12,PER,0.9847
1477084613138948103,luisr,13,18,PER,0.7329
1477084613138948103,covid19,20,27,MISC,0.9952
1477084613138948103,comunidadmadrid,70,85,LOC,0.9034
1477084613520601089,jordiwild,4,13,PER,0.9961
1477084617043849221,somiama1,4,12,ORG,0.9998
1477084617043849221,covid19,25,32,MISC,0.9997
1477084617043849221,uci,54,57,ORG,0.9772
1477084617043849221,madrid,61,67,LOC,1.0
1477084618662682627,messi,44,49,PER,0.9997
1477084620374290438,antoniomaestre,4,18,PER,0.9959
1477084621934374918,paaucp,4,10,ORG,0.9934
1477084623200948225,jennicurbelo3,4,17,PER,0.9998
